_id,sentence,target,aspect,score,type
303214,I had to share my table with a loud group of kids and the service was rude an unattentive.,table,table,-1,headline
773429,The sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.,sauce on the pizza,sauce on the pizza,1,headline
205884,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",outdoor seating,outdoor seating,1,headline
859145,"My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.",mesclun,mesclun,1,headline
624478,We were told that the wait was about twenty minutes and there would be no problem for our 8:00 pm curtain call.,wait,wait,0,headline
852513,The food is usually good but it certainly isn't a relaxing place to go.,food,food,1,headline
669732,"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",staff,staff,1,headline
548337,The prices were fantastic.,prices,prices,1,headline
488028,"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",measures of liquers,measures of liquers,1,headline
804591,"The table service could have been a little more attentive but as someone who also works in the service industry, I understood they were busy.",service,service,0,headline
507849,"It's not mind-blowing, but to me, thai food never is and never will be.",thai food,thai food,0,headline
983861,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",Food,Food,1,headline
217484,It is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.,tables,tables,1,headline
497441,I love the fact that the pizza tastes so good and is so cheap.,pizza,pizza,1,headline
740546,Nicky the Nose at the bar is a treat.,bar,bar,0,headline
413084,"Service was prompt, friendly and great.",Service,Service,1,headline
622966,"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",lamb chop,lamb chop,1,headline
873382,The sushi was awful!,sushi,sushi,-1,headline
114190,You can get an excellent meal at most of the many Indian restaurants on nearby Lexington Avenue for the cost of one the dainty dishes here.,meal,meal,1,headline
557172,"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.",Pastrami sandwich,Pastrami sandwich,1,headline
895886,"Late nite omelletes are not good here, there is no variety!",omelletes,omelletes,-1,headline
783171,"After all that, they complained to me about the small tip.",tip,tip,-1,headline
705798,It's a great place to pick up a cheap lunch or dinner.,lunch,lunch,1,headline
876275,"Behind this counter, two men are squeezed in.",counter,counter,-1,headline
655809,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",Sushi fix,Sushi fix,1,headline
301263,"Our waitress was sweet and accomodating, not overbearing.",waitress,waitress,1,headline
814682,I was really disappointed ant wanted to tell everyone not to go eat or even take out food from there.,food,food,-1,headline
490878,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",menu,menu,1,headline
960711,The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,outdoor atmosphere,outdoor atmosphere,1,headline
215104,brick oven gallery is My pick for best pizza restaurant anywhere.,pizza,pizza,1,headline
965781,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,service,service,1,headline
822303,"For many people, this may not seem like Aunthentic Thai food because most places in NYC arent quite authentic.",Thai food,Thai food,-1,headline
963467,"Growing up in NY, I have eaten my share of bagels.",bagels,bagels,0,headline
800449,"Oh, don't even let me start with how expensive the bills were!",bills,bills,-1,headline
492369,The scallion pancakes and fried dumplings were nothing out of the ordinary.,scallion pancakes,scallion pancakes,0,headline
230906,"All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",appetizers,appetizers,1,headline
582575,"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",table,table,-1,headline
503740,Service is top notch.,Service,Service,1,headline
772585,The food now is inconsistent.,food,food,-1,headline
479878,"You can also special order any kind of dumpling,etc.",dumpling,dumpling,1,headline
541969,I was pretty much full after our fondue appetizer.,fondue appetizer,fondue appetizer,0,headline
242680,BE CAREFUL before you request extra spice.,spice,spice,0,headline
725350,The octopus eaters were floored by the Octopus salad.,Octopus salad,Octopus salad,1,headline
113176,We thought that this place is using too much of MSG cooking in the foods.,MSG cooking,MSG cooking,-1,headline
218552,And the Tom Kha soup was pathetic.,Tom Kha soup,Tom Kha soup,-1,headline
901169,I started out with a Bombay beer which was big enough for two.,Bombay beer,Bombay beer,1,headline
720632,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",decor,decor,1,headline
175084,Drawbacks: service is slow and they don't toast!,service,service,-1,headline
848376,Went there for an office lunch.,office lunch,office lunch,0,headline
183769,The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,sweet lassi,sweet lassi,1,headline
200918,"We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.",chef,chef,1,headline
149025,The best thing I tasted were the lambchops.,lambchops,lambchops,1,headline
357305,The spicy tuna and salmon are the best we've ever had.,spicy tuna,spicy tuna,1,headline
417933,"Even though its good seafood, the prices are too high.",seafood,seafood,1,headline
963048,"In addition, the food is very good and the prices are reasonable.",food,food,1,headline
124913,Been going here since it opened have seen the quality value decrease considerably.,quality value,quality value,-1,headline
418726,they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,service,service,1,headline
161221,"Try the crunchy tuna, it is to die for.",crunchy tuna,crunchy tuna,1,headline
385963,It won't break the bank but I also wouldnt come back for the food.,food,food,-1,headline
602707,"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.",sushi,sushi,1,headline
644905,It is a lot of fun with live entertainment and all kinds of Disney type special effects.,live entertainment,live entertainment,1,headline
105840,"if you're looking for perfect traditional sushi, go here - if you're looking for interesting combinations, try sushi of gari's (east side).",sushi,sushi,1,headline
346896,"No refills on fountain drinks, though.",fountain drinks,fountain drinks,-1,headline
185888,Wow over 100 beers to choose from.,beers,beers,1,headline
738834,Be careful of portions - they're HUGE.,portions,portions,1,headline
554200,"The Steak Tartare is a great bet, they fix it for you at the table.",Steak Tartare,Steak Tartare,1,headline
176517,My first time there I happened not to like the Crab Croquette apt that i ordered and they were happy to change it for me without making no big deal.,Crab Croquette apt,Crab Croquette apt,-1,headline
454084,Great for large groups and celebrations - our SUPER HAPPY waiter was the entertainment of the evening.,waiter,waiter,1,headline
800416,Did I mention the wine?,wine,wine,0,headline
472922,"Plus, on Wednesday nights the house wine is unlimited!",house wine,house wine,1,headline
213030,"However, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.",management,management,1,headline
701510,We won't go to this place again for a good meal.,meal,meal,-1,headline
525940,"Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.",Barbecued codfish,Barbecued codfish,1,headline
553917,"After dinner, take your date to the HUGE dance floor, probably one of the biggest you'll see in NY.",dinner,dinner,1,headline
654236,Taj Mahal offeres gret value and great food.,value,value,1,headline
319773,Has the chef and owner changed???,chef,chef,0,headline
759133,My boyfriend and I recently had an early dinner at Artisanal and was satisfied with our experience.,dinner,dinner,1,headline
205280,"But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.",bacon,bacon,-1,headline
454883,"Outstanding Bagels, but you get what you pay for.",Bagels,Bagels,1,headline
518581,"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!",Pizza,Pizza,1,headline
671952,"I found it on a cold night, the perfect spot to warm up.",spot,spot,1,headline
866729,They even have a section in the menu called American Chinese food!,menu,menu,-1,headline
629996,"Service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.",Service,Service,1,headline
847880,kalbi and nebbiolo do work together.,kalbi,kalbi,0,headline
847352,"Best Italian food I ever had (and being Italian, that means alot).",Italian food,Italian food,1,headline
950286,I will recommend Scopa to all of my friends for a place to go for wonderful Italian food.,Italian food,Italian food,1,headline
556789,Located at the end of a magnificent block.,Located,Located,1,headline
480005,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",room,room,1,headline
581539,They don't walk around with the trays of Dim Sum.,trays of Dim Sum,trays of Dim Sum,0,headline
125790,"Great bar, most gorgeous bartenders you've ever seen (specifically the blond lady).",bar,bar,1,headline
610427,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,dessert,dessert,0,headline
805825,I really loved the different and inovated touch that's the cheff gives to the food.,cheff,cheff,1,headline
535822,They came out over cooked and the cheese was almost non existant.,cheese,cheese,-1,headline
497346,"I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.",meal,meal,1,headline
147168,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",svc,svc,-1,headline
246445,"The food is good, especially their more basic dishes, and the drinks are delicious.",food,food,1,headline
566190,But the main hit was the whole grilled fish.,whole grilled fish,whole grilled fish,1,headline
622081,"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",tuna tartare,tuna tartare,1,headline
368868,The food is delicious and beautifully prepared along with the friendly and personable service.,food,food,1,headline
137643,I usually go there later at night when I get off work so I don't have to deal with crowds or lines.,crowds,crowds,-1,headline
209501,Pizza here is consistently good.,Pizza,Pizza,1,headline
852618,We had a great tiem watching the shows and characters and ar food was just what we were looking for.,shows,shows,1,headline
987549,"After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.",waiter,waiter,1,headline
445550,Wouldn't recomend it for dinner!,dinner,dinner,-1,headline
167146,Sauce was watery and the food didn't have much flavor.,Sauce,Sauce,-1,headline
899919,My husband and I enjoy Sangria.,Sangria,Sangria,1,headline
246069,"But after last night, Spice Grill is the only place I'm eating indian cuisine.",indian cuisine,indian cuisine,1,headline
810771,We both opted for a pasta dish and they were served timely and fresh.,pasta dish,pasta dish,1,headline
671157,"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",bread,bread,0,headline
461645,"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!",neighborhood,neighborhood,1,headline
760240,"In an area sadly lacking in decent Thai food, this is one of the best spots.",Thai food,Thai food,1,headline
289825,Tell them Herky sent you and get a free confused look from the waiter.,waiter,waiter,-1,headline
199811,Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.,reservations,reservations,0,headline
741716,The food was average or above including some surprising tasty dishes.,food,food,1,headline
515590,They don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,specials,specials,0,headline
203701,Other apetizers and food,apetizers,apetizers,0,headline
274782,The noodle and rices dishes taste great.,noodle and rices dishes,noodle and rices dishes,1,headline
385114,"The crust is thin, the ingredients are fresh and the staff is friendly.",crust,crust,1,headline
221447,Also a little more expensive than your average bagel place.,bagel,bagel,0,headline
390568,"the food was undercooked-the sauce watery, and the vegetables raw.",food,food,-1,headline
539577,And the fried clams had just enough kick to them to make 'em worth eating.,fried clams,fried clams,1,headline
393592,The sauces used are also not that exciting.,sauces,sauces,-1,headline
574289,The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,lunch menu,lunch menu,1,headline
185148,The rice was poor quality and was cooked so badly it was hard.,rice,rice,-1,headline
879427,"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",dessert,dessert,1,headline
386607,"I got the $10 10-piece dim sum combo, every bite of which was great.",dim sum combo,dim sum combo,1,headline
814439,There is also very limited seating and there can be a substantial wait in getting food at peak times.,seating,seating,0,headline
751210,"If it's just a quick martini at the bar (which I recommend Jeffery's) or a mind blowing Roast Chicken, go to Village!",martini,martini,1,headline
268626,"There was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice.",wait,wait,0,headline
957731,The prices are wonderfully low.,prices,prices,1,headline
350173,If you like spicy food get the chicken vindaloo.,spicy food,spicy food,0,headline
728910,I have never been disappointed but their true strength lays in their amazingly delicious and cheap lunch specials.,lunch specials,lunch specials,1,headline
368720,"So much more than the usual bar food, go there to enjoy the menu while sampling one of their hand-crafted beers.",bar food,bar food,1,headline
218657,No free drink.,drink,drink,0,headline
991579,This is my first time writing a review for a restaurant because the food and service was excellent.,food,food,1,headline
652604,"While they keep the capex to a minimum, they do put some cash into the bagels, because they among the best in the city.",capex,capex,1,headline
784926,The two star chefs left quite some time ago to open their own place.,chefs,chefs,0,headline
536987,Don't waste money on decor.,decor,decor,0,headline
840051,They also have a back garden open in the summer - cute and French with outdoor seating - what more could you ask for?,back garden,back garden,1,headline
334529,I have never before eaten 40 pieces of relatively good nigiri.,nigiri,nigiri,0,headline
988606,"Given the incredible architecture surrounding it, this place has no character.",architecture,architecture,1,headline
427889,I'd call it an 'italian dinner'.,dinner,dinner,0,headline
844818,"While the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.",place,place,1,headline
847407,Have frequented 'ino for several years and the food remains excellent.,food,food,1,headline
413741,"Their eggplant is so delicate, sweet tender!",eggplant,eggplant,1,headline
118127,"Each bite of food at Kai was indeed delicious, fresh, and elegant.",food,food,1,headline
809148,all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.,food,food,1,headline
620741,My friend got the mushroom pizza which tasted better.,mushroom pizza,mushroom pizza,1,headline
824914,"I had the cod with paella (spicy and very filling, I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).",cod with paella,cod with paella,0,headline
264557,"It's a shame that a nice, convenient place like the Pink Pony can be so ruined by lousy service.",place,place,1,headline
826238,"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",porcini mushroom pasta special,porcini mushroom pasta special,-1,headline
181806,Try the spicy wontons and the salt pepper shrimps.,spicy wontons,spicy wontons,1,headline
855501,THE FOOD PORTIONS ARE REALLY LARGE.,FOOD PORTIONS,FOOD PORTIONS,1,headline
707475,The fries are yummy.,fries,fries,1,headline
365276,"Friendly and informative staff, very attentive and prompt raw bar service.",staff,staff,1,headline
115894,Best Taiwanese food in NY!,Taiwanese food,Taiwanese food,1,headline
577584,This place is a great stop for great food.,food,food,1,headline
234790,All the pastas are fantastic and the homemade lasagna is some of the best that I have had in the City.,pastas,pastas,1,headline
412373,"We laughed when he finally offered us a dessert menu and we left a 10 percent tip, which was generous, I feel.",dessert menu,dessert menu,1,headline
561927,And the prices were way to high for what you get.,prices,prices,-1,headline
685780,The staff ignored my friends and I the entire time we were there.,staff,staff,-1,headline
768100,"Yet paired with such rude service, would never recommend for anyone interested in carrying any kind of conversation while there.",service,service,-1,headline
205432,"The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests.",in-house lady DJ,in-house lady DJ,1,headline
217027,"I need at least three rolls to be full, and that's at least $14.00!",rolls,rolls,0,headline
301976,The hot dogs were cold in the middle and the buns were stale.,hot dogs,hot dogs,-1,headline
143707,"While the food was excellent, it wasn't cheap (though not extremely expensive either).",food,food,1,headline
832139,Beef noodle soup is good as well.,Beef noodle soup,Beef noodle soup,1,headline
976823,Delivery service is great too.,Delivery service,Delivery service,1,headline
899578,"The food's dazzling flavors overwhelm the palate, truly embracing the beauty of authentic Thai cuisine.",food,food,1,headline
997538,I recieved prompt service with a smile.,service,service,1,headline
425678,They pray to their Food Gods to make them into a good pizza like VT's.,pizza,pizza,-1,headline
760733,The place was quiet and delightful.,place,place,1,headline
915964,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,food,food,1,headline
540814,"As much as I like the food there, I can't bring myself to go back.",food,food,1,headline
791170,It looked like shredded cheese partly done - still in strips.,shredded cheese,shredded cheese,-1,headline
300911,The prices and ambience are especially great considering it's in the West Village.,prices,prices,1,headline
441094,It is so easy to get a reservation at a top place in NYC with a week's notice.,reservation,reservation,1,headline
907427,I have never better enjoyed humble root vegetables or a mushroom consomme - and this chef accomplishes without fats.,root vegetables,root vegetables,1,headline
634405,"not the food ,not the ambiance , not the service, I agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out .",food,food,0,headline
208495,I always get the Shabu-Shabu dinner and the beef is always fresh.,Shabu-Shabu dinner,Shabu-Shabu dinner,1,headline
223655,The pizza was delivered cold and the cheese wasn't even fully melted!,pizza,pizza,-1,headline
851471,We were very surprised by how good the food was on our first visit here on a Sunday night.,food,food,1,headline
483256,"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",comfort,comfort,1,headline
776459,"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",service,service,0,headline
119999,"If I could rate the people this place would be off the charts - unfortunately - the pizza, sorry - not the best in NYC.",people,people,1,headline
691886,The food is amazing!!!!,food,food,1,headline
491690,"Having not been home in the last 2 years may skew this reviewer a bit, but the food was tasty and spicy sans the oil that comes floating along at similar venues.",food,food,1,headline
692726,"The portions are now very small, the sauces are overly-ambitious usually inedible while the service is still good, the restaurant, due to its popularity, seems frantic.",portions,portions,1,headline
180921,"For the price, you cannot eat this well in Manhattan.",price,price,1,headline
696530,"The owner is very friendly and a great guy, go try his pizza, you'll like it!",owner,owner,1,headline
773894,The atmosphere is great!!!,atmosphere,atmosphere,1,headline
878730,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",food,food,-1,headline
417156,"I tend to judge a sushi restaurant by its sea urchin, which was heavenly at sushi rose.",sea urchin,sea urchin,1,headline
706426,The service is a little scatty at times but all is forgiven when the food arrives.,service,service,1,headline
258058,"The bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.",bruscetta,bruscetta,1,headline
562469,"The atmosphere isn't the greatest , but I suppose that's how they keep the prices down .",atmosphere,atmosphere,1,headline
403927,The pickles were great addition.,pickles,pickles,1,headline
737410,"If your favorite Chinese food is General Tao chicken, then this is NOT your place.",Chinese food,Chinese food,0,headline
269990,You must try the shrimp appetizers.,shrimp appetizers,shrimp appetizers,1,headline
812286,"Not only is the cuisine the best around, the service has always been attentive and charming.",cuisine,cuisine,1,headline
157376,"The production is a symphony, alot of fun to experience.The food sublime for the most part.",food,food,1,headline
322295,"Waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree.",Waiters,Waiters,0,headline
108118,The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.,cold appetizer dishes,cold appetizer dishes,1,headline
682897,"The restaurant was packed at first, so we waited at the bar for about 20 minutes before we were seated.",bar,bar,0,headline
515746,"Interesting selection, good wines, service fine, fun decor.",wines,wines,1,headline
319992,Any if you have a reservation you'll wait for max 5 minutes - so have a drink at the bar.,reservation,reservation,1,headline
181650,"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.",parmesean porcini souffle,parmesean porcini souffle,1,headline
109089,The food at this place is 'gourmet' Indian cuisine.,food,food,0,headline
934264,But the thing that my wife and I hated was it was so loud and it felt like 'bar' or 'pub'.,bar,bar,-1,headline
905983,"While there are plenty of places to go for a good corned beef sandwich, Katz's has a charm about it.",corned beef sandwich,corned beef sandwich,1,headline
650255,"However, looking at the table next to ours, we both sort of wished we had ordered pizza, which looked PERRRRRRRRRFECT.",pizza,pizza,1,headline
854672,Priced at upper intermediate range.,Priced,Priced,-1,headline
803879,"If you live in new york city, you'll find better food at small restaurants outside of time square and spend half the amount.",food,food,-1,headline
604887,Try the olive cream cheese or the lox spread on a whole wheat everything bagel.,olive cream cheese,olive cream cheese,1,headline
259423,"they didn't disappoint, service from the second i arrived at the door was extremely pleasant and attentive with almost one server per table.",service,service,1,headline
814081,I don't know who they think they are but they have no respect for the residents of the neighborhood ever since they opened their cabaret next door and blasts loud music till three in the morning every weekend during the summer.,music,music,-1,headline
529146,The rice to fish ration was also good--they didn't try to overpack the rice.,rice to fish ration,rice to fish ration,1,headline
334147,They used shredded cheese on top!,shredded cheese,shredded cheese,0,headline
207221,The food is great and they have a good selecion of wines at reasonable prices.,food,food,1,headline
882864,"The only positive was the wait staff, which was prompt, knowledgable, and likeable.",wait staff,wait staff,1,headline
534692,I couldn't reccommend their Godmother pizza any higher.,Godmother pizza,Godmother pizza,1,headline
669443,"I am not a vegetarian but, almost all the dishes were great.",dishes,dishes,1,headline
422077,I was very impressed by this low-key upper eastsider and their authentically thai cuisine!!!,thai cuisine,thai cuisine,1,headline
254761,"For the location, the prices are very reasonable.",location,location,1,headline
599117,The food is okay and the prices here are mediocre.,food,food,0,headline
719355,My friend's food was also the complete opposite of what it's supposed to taste like (aND look like).,food,food,-1,headline
124570,I ordered the crab cocktail and it was soaked in a lime juice concoction where all you could taste was the lime.,crab cocktail,crab cocktail,0,headline
193020,I would like to return and try some of the other menu items when I don't have to rush off to a show.,menu items,menu items,1,headline
113286,"Hopefully next time, I will save room for dessert.",dessert,dessert,0,headline
306326,"Not a typical pizza joint, but good for a low key and fairly cheap nice sit down dinner.",dinner,dinner,1,headline
655942,The corned beef was tender and melted in my mouth.,corned beef,corned beef,1,headline
799487,"The best Chicken pad tai, I've ever had.",Chicken pad tai,Chicken pad tai,1,headline
907452,$20 for all you can eat sushi cannot be beaten.,sushi,sushi,0,headline
640414,"Haru serves very fresh fish, has a trendy, modern ambiance, prime location on Park Avenue South and friendly service.",fish,fish,1,headline
815138,Warm and friendly in the winter and terrific outdoor seating in the warmer months.,outdoor seating,outdoor seating,1,headline
988780,"Very romantic fires - I've literally spent hours at Lanterna, drinking wine from their extensive wine and enjoying the ambience.",wine,wine,1,headline
290288,We got a little tipsy from the sake but isn't that what Saturday nights with the girlfriends are all about?,sake,sake,0,headline
940499,"Always a nice crowd, but never loud.",crowd,crowd,1,headline
567730,"My turkey burger was not cooked at all, my friends salmon was completely raw.",turkey burger,turkey burger,-1,headline
945200,Decor is minimalist and clean - nothing to distract or commend.,Decor,Decor,0,headline
507792,"His drinks are very inventive, delicious and classy.",drinks,drinks,1,headline
799481,"Great food, great prices, great service.",food,food,1,headline
841304,This isn't your corner Chinese food takeout.,Chinese food,Chinese food,0,headline
607577,Awsome Pizza especially the Margheritta slice.,Pizza,Pizza,1,headline
170157,"This place, however, has a lot less pretension than Joya and the Thai food is still above-average.",place,place,1,headline
886352,"Try ordering from the regular menu, then you would not regret!",menu,menu,1,headline
119424,"Told us to sit anywhere, and when we sat he said the table was reserved.",table,table,-1,headline
675582,"uni from maine vs california, sea vs freshwater eel) to get a good taste comparison.",eel,eel,0,headline
807987,"We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner.",lox,lox,1,headline
418888,"The crispy chicken wasn't for us, though.",crispy chicken,crispy chicken,-1,headline
266290,Food is great.,Food,Food,1,headline
355082,I recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal!,meatballs,meatballs,1,headline
747394,This place is incredibly tiny.,place,place,-1,headline
703687,"I didn't complain, I liked the atmosphere so much.",atmosphere,atmosphere,1,headline
911786,In reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby.,diners,diners,0,headline
795557,"The wine is always good, the tapas are always yummy, especially with the warm pita bread.",wine,wine,1,headline
590577,"But when you are seated the waitresses are great, they explain everything on the menu, and the price of the food is really cheap for the service you get.",waitresses,waitresses,1,headline
677091,I've been to several places for Dim Sum and this has got to be the WORST.,Dim Sum,Dim Sum,-1,headline
577544,"The freshest, best variety, and the fastest delivery.",variety,variety,1,headline
739499,Go to Volare for 1st class service and terrific food.,service,service,1,headline
868252,"It's super-trendy and there's always someone to take that empty seat, so it seems that customer service has been deemed not of the essence.",seat,seat,1,headline
682337,Dinner took almost 4 hours without any lag time.,Dinner,Dinner,-1,headline
711277,The people in the restaurant were pretty obnoxious and loud.,people,people,-1,headline
641938,"The sandwiches are dry, tasteless and way overpriced.",sandwiches,sandwiches,-1,headline
196305,The fried rice is really good too.,fried rice,fried rice,1,headline
470625,"still stay away, the table next to us walked out after my table and aanother were serves eventhough they were there much longer...",serves,serves,-1,headline
818016,I was with a party of 7 (close but not next the the front doors) and we were eating with our coats on.,front doors,front doors,0,headline
104834,"A very inviting restaurant, with friendly service.",service,service,1,headline
526899,"THe back garden sitting area is very pleasant, where you can see their personal herb garden.",back garden sitting area,back garden sitting area,1,headline
720440,"Good French restaurant in an area devoid of decent restaurants unless you're into eating 4 pound pastrami sandwiches at Katz' Deli, or Mexican food which is supplied by capable restaurants.",pastrami sandwiches,pastrami sandwiches,0,headline
572778,The drinks are always welll made and wine selection is fairly priced.,drinks,drinks,1,headline
385252,We also had shared a house salad that was fresh.,house salad,house salad,1,headline
910917,The ceiling is amazing!,ceiling,ceiling,1,headline
749068,And at the conclusion of this culinary nightmare the check was given to our table by knocking over a glass of water.,check,check,0,headline
479685,Not a small feat for good french food in the area.,french food,french food,1,headline
819770,"The space is a bit too small for live music, so on  jazz nights, it can be loud and cramped.",space,space,0,headline
117160,Food was average but tasty.,Food,Food,1,headline
586414,Big Wong gets big Ups for a fine establishment.,establishment,establishment,1,headline
968941,"The entree was bland and small, dessert was not inspired.",entree,entree,-1,headline
608306,The staff was the friendliest that have seen in New York.,staff,staff,1,headline
472437,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",lemon salad,lemon salad,0,headline
997849,Delicious food at a great price but do not go here on a cold day and sit by the front door.,food,food,1,headline
868960,"my picks: Guizhou chicken, fish with hot bean source, fish fillet in spicy source (special menu).",Guizhou chicken,Guizhou chicken,1,headline
187439,"Overall, I'm still impressed that the place even exists and the prices are quite decent but then again, its Chinatown.",prices,prices,1,headline
775451,"Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.",open kitchen,open kitchen,1,headline
118485,Pizza was a little soggy.,Pizza,Pizza,-1,headline
726027,The only problem is that the manager is a complete incompetent.,manager,manager,-1,headline
646009,The wine list is interesting and has many good values.,wine list,wine list,1,headline
476486,I'm still mad that i had to pay for lousy food.,food,food,-1,headline
983722,This restaurant used to be our regular Thursday night dinner location.,dinner location,dinner location,0,headline
942133,Definite go if you're used to good Indian restaurant food from abroad.,Indian restaurant food,Indian restaurant food,1,headline
485977,"THR AT MOSHPHERE IS COMPACT, MODERN, YET COZY.",AT MOSHPHERE,AT MOSHPHERE,1,headline
498568,"By far, the best pizza in Manhattan.",pizza,pizza,1,headline
186171,"Decent Thai food in cute - though a bit dank - little Nolita hangout, BUT service terrible.",Thai food,Thai food,1,headline
706421,The waiter actually poured water on my hand and walked away.,waiter,waiter,0,headline
499640,"The food is mostly made from scratch, fresh and well prepared.",food,food,1,headline
821527,"NO more reservations, expensive tips and annoying stuff.",reservations,reservations,1,headline
642699,Try the sea bass.,sea bass,sea bass,1,headline
339383,$20 gets you unlimited sushi of a very high quality- I even took a friend here from Japan who said it was one of the best sushi places in the US that he has been to.,sushi,sushi,1,headline
466299,Sushi wasn't anything spectacular for the price.,Sushi,Sushi,0,headline
557721,"During our meal, the management came over and checked on us and even bought us a round of drinks.",meal,meal,1,headline
778313,"But they don't have a toaster, which is strange.",toaster,toaster,-1,headline
276504,"So, for good food i'd recommend it, but not for a fun night out.",food,food,1,headline
224526,The menu choices are similar but the taste lacked more flavor than it looked.,menu choices,menu choices,0,headline
539051,A must for all the Dosa lovers.,Dosa,Dosa,1,headline
